product_code,device_name,device_class,medical_specialty,medical_specialty_description,regulation_number,definition,gmp_exempt_flag,submission_type_id
GAK,"Suture, Absorbable",2,SU,"General, Plastic Surgery",878.4830,,N,1
PNQ,Apical Closure Device,2,CV,Cardiovascular,870.4510,This device is intended for closure of cardiac apical tissue.,N,1
LGF,"Component, Cast",1,OR,Orthopedic,888.5940,,Y,4
KYX,"Dispenser, Liquid Medication",1,HO,General Hospital,880.6430,,Y,4
MAI,"Fastener, Fixation, Biodegradable, Soft Tissue",2,OR,Orthopedic,888.3030,,N,1
FTJ,"Colonoscope, General & Plastic Surgery",2,GU,"Gastroenterology, Urology",876.1500,,N,1
FTN,Plastic Surgery And Accessories Kit,1,SU,"General, Plastic Surgery",878.3925,"This product code has been established in accordance with the may 20, 1997, guidance entitled, convenience kits interim regulatory guidance, found at www.Fda.Gov/cdrh/ode/convkit.Html.  This type of convenience kit, as listed in the guidance above, is under enforcement discretion, and does not require a premarket notification (510(k)) to market if it meets all criteria in the guidance.",N,7
EWC,"Chamber, Acoustic (For Audiometric Testing)",1,EN,"Ear, Nose, Throat",874.1060,,N,4
HWP,"Punch, Femoral Neck",1,OR,Orthopedic,888.4540,,N,4
FNS,Ring Cutter,1,HO,General Hospital,880.6200,,Y,4
LFM,"Enzyme Immunoassay, Digitoxin",2,TX,Clinical Toxicology,862.3300,,N,1
NSB,Patient Personal Hygiene Kit,1,DE,Dental,872.6855,This device contains items given to an individual during their hospital stay.,Y,4
OBJ,"Catheter, Ultrasound, Intravascular",2,CV,Cardiovascular,870.1200,For intracardiac and intraluminal visualization of cardiovascular anatomy and physiology.,N,1
EHL,"Point, Abrasive",1,DE,Dental,872.6010,,Y,4
OSI,Bariatric Bed,2,HO,General Hospital,880.5100,A bed intended for obese patients weighing 500 pounds and above.  Beds can expand from 38 to 60 inches in width.,N,4
KIT,"Media And Components, Synthetic Cell And Tissue Culture",1,HE,Hematology,864.2220,,N,4
HQF,"Laser, Ophthalmic",2,OP,Ophthalmic,886.4390,,N,1
ERL,"Drill, Surgical, Ent (Electric Or Pneumatic) Including Handpiece",2,EN,"Ear, Nose, Throat",874.4250,,N,1
JJM,Osmometer For Clinical Use,1,CH,Clinical Chemistry,862.2730,,N,4
HGL,"Transducer, Ultrasonic, Obstetric",2,OB,Obstetrics/Gynecology,884.2960,,N,1
IMX,"Board, Lap, Wheelchair",1,PM,Physical Medicine,890.3910,,Y,4
LJB,"Enzyme Linked Immunoabsorbent Assay, Rubeola Igg",1,MI,Microbiology,866.3520,The qualitative detection of measles specific IgG antibodies in serum or plasma.,N,4
QQH,Powered Insertion System For A Cochlear Implant Electrode Array,2,EN,"Ear, Nose, Throat",874.4450,A powered insertion system for a cochlear implant electrode array is a prescription device used to assist in placing an electrode array into the cochlea.,N,1
MZQ,"Balloon, Detachable, For Neurovascular Occlusion",2,NE,Neurology,882.5950,,N,1
NIO,"Stent, Iliac",3,,Unknown,,"Stent, Iliac -- a metal scaffold placed via a delivery catheter into the iliac artery to maintain the lumen",N,2
NHK,"Resuscitator, Manual, Non Self-Inflating",2,AN,Anesthesiology,868.5905,"A non self-inflating manual resuscitator, also called a hyperinflation system, is a manual ventilator intended to ventilate a patient by forcing a volume of fresh gas into the patient via compression of the ventilator bag; a source of compressed breathing gas is required to inflate the bag.",N,1
OZG,Transcatheter Septal Occluder (Atrial),3,,Unknown,,For the treatment of defects in the atrial septum and closure of atrial septal defects via transcatheter technique.,N,2
QPB,"System, Suction, Lipoplasty For Removal",2,SU,"General, Plastic Surgery",878.5040,A suction lipoplasty system is a device intended for the removal of adipose tissue for purposes of aesthetic body contouring,N,1
MCH,"Clip, Hemostatic",2,SU,"General, Plastic Surgery",878.4300,,N,1
LPB,Cardiac Ablation Percutaneous Catheter,3,,Unknown,,"This product code pertains to cardiac ablation catheters indicated for general indications, treatment of supraventricular tachycardia (svt) and ventricular tachycardia (vt).  This product code excludes ablation catheters indicated for treatment of atrial flutter [product code oad] and atrial fibrillation [product code oae].",N,2
OCG,"Prosthesis, Hip, Pelvifemoral Resurfacing, Metal/Polymer, Uncemented",3,OR,Orthopedic,888.3410,"Call for PMAs to be filed by 1/3/05 per 69 FR 59134 on 10/4/04 - Intended to replace the articulating surfaces of the hip while preserving the femoral head and neck and indicated for osteoarthritis, rheumatoid arthritis, traumatic arthritis, avascular necrosis of the femoral head.",N,2
OPC,Powder-Free Polychloroprene Patient Examination Glove,1,HO,General Hospital,880.6250,"A powder free polychloroprene patient examination glove is a disposable device made of polychloroprene rubber tthat bears powder to facilitate donning, and is intended to be worn on the hand for medical purposes to provide a barrier against potentially infectious materials and other contaminants.",N,1
OYK,Ankle Arthroplasty Implantation System,2,OR,Orthopedic,888.3110,"Intended to be used to assist in the implantation of a specific ankle arthroplasty device.  Indicated to include guiding alignment, making or establishing cuts, and sizing.",N,1
GCQ,"Endoscope, Flexible",2,GU,"Gastroenterology, Urology",876.1500,,N,1
HTE,Elevator,1,SU,"General, Plastic Surgery",878.4800,,N,4
KAW,"Punch, Antrum",1,EN,"Ear, Nose, Throat",874.4420,,N,4
KWF,"Prosthesis, Finger, Polymer",2,OR,Orthopedic,888.3230,,N,1
FPL,"Incubator, Neonatal Transport",2,HO,General Hospital,880.5410,,N,1
RAD,Gauging,N,,Unknown,,Test equipment using ultrasound to determine thickness of material in commercial or industrial applications,Y,
FRN,"Pump, Infusion",2,HO,General Hospital,880.5725,,N,1
PPW,Adjunctive Cardiovascular Status Indicator,2,CV,Cardiovascular,870.2200,The adjunctive cardiovascular status indicator is a prescription device based on sensor technology for the measurement of a physical parameter(s). This device is intended for adjunctive use with other physical vital sign parameters and patient information and is not intended to independently direct therapy.,N,1
ETT,"Cushion, Earphone (For Audiometric Testing)",1,EN,"Ear, Nose, Throat",874.1100,,N,4
PSW,"High Level Disinfection Reprocessing Instrument For Ultrasonic Transducers, Liquid",2,RA,Radiology,892.1570,"To provide high level disinfection of ultrasound transducers    If the device is reusable, validated reprocessing instructions and reprocessing validation data for this device type must be included in a 510(k) submission (82 FR 26807, available at https://www.gpo.gov/fdsys/pkg/FR-2017-06-09/pdf/2017-12007.pdf).",N,1
INO,"Chair, Positioning, Electric",2,PM,Physical Medicine,890.3110,,N,4
NFD,"Selector, Color, Spectacle, Lens, Tint",1,OP,Ophthalmic,886.1160,,N,4
ETP,"Stimulator, Caloric-Water",1,EN,"Ear, Nose, Throat",874.1800,,N,4
JNT,"Chromatographic, Phospholipids",1,CH,Clinical Chemistry,862.1575,,N,4
MRX,"System, Assisted Reproduction Laser",2,OB,Obstetrics/Gynecology,884.6200,"This system is inteded to be used to drill a small tangential hole in or to thin the zona pellucida of the embryo in selected in vitro fertilization patients with otherwise poor prognois for successful pregnancy outcome, such as advanced maternal age, prior failed in vitro fertilization procedures, cryopreserved embryos, or abnormal zona pellucida morphology.",N,1
ITG,"Bandage, Cast",1,PM,Physical Medicine,890.3025,,Y,4
CIY,"Radioimmunoassay, Androsterone",1,CH,Clinical Chemistry,862.1080,,N,4
